0.00566024 , 37.04 , 91.3667 , -0.00399742 , 0 , 68.84
0.00635776 , 38.9867 , 91.8767 , -0.00017041 , 0 , 103.17
0.005916 , 40.9367 , 92.53 , -4.52697e-05 , 16.864 , 134.009
0.00547288 , 42.6967 , 93.6067 , -3.3319e-05 , 8.63969 , 142.937
0.00511976 , 44.4733 , 94.6733 , -3.00109e-05 , 0 , 145.032
0.00620208 , 46.4033 , 95.2567 , -2.93851e-05 , 0 , 145.848
0.005272 , 48.2767 , 95.9833 , -3.04878e-05 , 0 , 145.791
0.0053948 , 49.9733 , 97.0933 , -3.23653e-05 , 0 , 145.389
0.00480584 , 51.64 , 98.2167 , -3.46601e-05 , 0 , 144.787
0.00450528 , 53.23 , 99.4467 , -3.72231e-05 , 0 , 144.319
0.00491384 , 54.9367 , 100.52 , -4.02331e-05 , 0 , 143.763
0.00600608 , 56.5567 , 101.707 , -4.39882e-05 , 0 , 143.333
0.00432824 , 58.1933 , 102.917 , -4.83096e-05 , 0 , 142.964
0.00490256 , 59.7467 , 104.177 , -5.31375e-05 , 0 , 142.661
0.0043232 , 61.43 , 105.277 , -5.91278e-05 , 0 , 142.188
0.00459304 , 63.0467 , 106.507 , -6.62506e-05 , 0 , 141.786
0.00467904 , 64.6267 , 107.75 , -7.51019e-05 , 0 , 141.331
0.00405184 , 66.1933 , 109 , -8.56519e-05 , 0 , 140.833
0.0042528 , 67.7967 , 110.207 , -9.84371e-05 , 0 , 140.235
0.00464888 , 69.2933 , 111.587 , -0.00011453 , 0 , 139.736
0.00408776 , 70.7633 , 112.997 , -0.00013414 , 0 , 139.226
0.00538472 , 72.2 , 114.39 , -0.000158846 , 0 , 138.618
0.00433 , 73.6833 , 115.737 , -0.000189215 , 0 , 137.983
0.00497944 , 75.2367 , 117.06 , -0.000226408 , 0 , 137.314
0.00398256 , 76.63 , 118.517 , -0.000271827 , 0 , 136.863
0.00501632 , 78.13 , 119.873 , -0.000328332 , 0 , 136.319
0.0045232 , 79.73 , 121.093 , -0.000398517 , 0 , 135.739
0.00461208 , 81.1533 , 122.507 , -0.00048393 , 0 , 135.447
0.00581392 , 82.5733 , 123.917 , -0.000593454 , 0 , 135.211
0.00429096 , 84.05 , 125.333 , -0.000724286 , 0 , 135.192
0.00353912 , 85.5233 , 126.737 , -0.000877112 , 0 , 135.346
0.00491416 , 86.8933 , 128.21 , -0.00107515 , 0 , 135.633
0.00296624 , 88.31 , 129.643 , -0.00131094 , 0 , 136.09
0.00438432 , 89.69 , 131.13 , -0.00161251 , 0 , 136.622
0.00459896 , 91.15 , 132.517 , -0.0020113 , 0 , 137.147
0.00394544 , 92.57 , 133.963 , -0.00251281 , 0 , 137.841
0.00293272 , 93.9767 , 135.407 , -0.00313529 , 0 , 138.688
0.00430568 , 95.3667 , 136.91 , -0.00398728 , 0 , 139.614
0.00295768 , 96.84 , 138.267 , -0.00508752 , 0 , 140.546
0.00300352 , 98.27 , 139.67 , -0.0065183 , 0 , 141.612
0.00344848 , 99.8067 , 141.033 , -0.00846115 , 0 , 142.757
0.0023308 , 101.123 , 142.607 , -0.0109168 , 0 , 144.276
0.00432328 , 102.487 , 144.1 , -0.0142712 , 0 , 145.755
0.00260152 , 103.667 , 145.717 , -0.0183033 , 0 , 147.607
0.00401016 , 104.76 , 147.41 , -0.0232326 , 0 , 149.602
0.00328336 , 106.13 , 148.903 , -0.0288105 , 0 , 151.633
0.00389256 , 107.463 , 150.403 , -0.0349036 , 0 , 153.671
0.00367792 , 108.77 , 151.943 , -0.0411209 , 0 , 155.727
0.00324536 , 110.46 , 153.04 , -0.0469338 , 0 , 157.208
0.00337624 , 112.437 , 152.617 , -0.052273 , 0 , 156.922
0.00289784 , 114.2 , 151.593 , -0.056722 , 0 , 155.694
0.00368696 , 115.767 , 150.333 , -0.0608021 , 0 , 153.756
0.00582368 , 117.35 , 149.097 , -0.0657786 , 0 , 151.315
0.0080068 , 118.493 , 147.393 , -0.0719008 , 0 , 147.877
0.00675304 , 120.28 , 146.443 , -0.0769987 , 0 , 145.087
0.00570208 , 121.583 , 144.92 , -0.0797353 , 0 , 141.701
0.00319896 , 123.11 , 143.57 , -0.0791619 , 0 , 138.788
0.00363952 , 124.447 , 142.073 , -0.0777432 , 0 , 135.744
0.00528256 , 125.927 , 140.703 , -0.0777432 , 0 , 132.794
0.00580696 , 127.493 , 139.403 , -0.0788068 , 0 , 129.953
0.00538056 , 128.96 , 137.997 , -0.0798336 , 0 , 127.235
0.00837512 , 130.19 , 136.36 , -0.0833026 , 0 , 124.339
0.00669208 , 131.53 , 134.823 , -0.0860567 , 0 , 122.007
0.00540392 , 132.87 , 133.29 , -0.0869842 , 0 , 120.048
0.00510096 , 134.307 , 131.827 , -0.0871513 , 0 , 118.55
