0.00413256 , 33.7367 , 85.54 , -0.447305 , 0 , 68.3015
0.00569136 , 35.7833 , 85.3933 , -0.0156465 , 0 , 91.6877
0.00367888 , 41.8367 , 84.9033 , -0.0020538 , 5.03713 , 105.729
0.00253584 , 43.89 , 84.8 , -0.00101653 , 19.3762 , 106.429
0.00370168 , 45.96 , 84.75 , -0.000758648 , 23.8392 , 104.387
0.00675392 , 49.8867 , 85.78 , -0.000701755 , 30.2666 , 103.434
0.00491288 , 51.8467 , 86.26 , -0.000736713 , 29.4179 , 101.314
0.0097596 , 53.79 , 86.8433 , -0.000843734 , 26.7643 , 98.827
0 , 55.7333 , 87.4767 , -0.0346538 , 0 , 91.6778
0.0038088 , 57.6167 , 88.16 , -0.00225475 , 0 , 101.221
0.00296712 , 59.5167 , 88.7933 , -0.000730306 , 36.9327 , 105.384
0.00300168 , 61.3633 , 89.59 , -0.000569403 , 33.8662 , 105.422
0.00334736 , 63.26 , 90.35 , -0.000553697 , 23.7542 , 105.913
0.00315608 , 65.1233 , 91.1067 , -0.000610769 , 17.7127 , 106.47
0.00311672 , 66.9333 , 92.02 , -0.000731677 , 13.75 , 105.895
0.00283352 , 68.74 , 92.92 , -0.000903904 , 10.0848 , 104.498
0.00376896 , 70.55 , 93.8567 , -0.00112802 , 7.23653 , 103.079
0.00287176 , 72.2833 , 94.92 , -0.00139871 , 4.43032 , 102.232
0.00368232 , 74.02 , 95.9267 , -0.00173715 , 2.59951 , 101.723
0.00287592 , 75.59 , 97.1733 , -0.0021556 , 0.709087 , 101.878
0.002806 , 77.3567 , 98.2133 , -0.00268453 , 0 , 102.097
0.00267192 , 79.13 , 99.2533 , -0.00337747 , 0 , 102.535
0.00329736 , 80.79 , 100.393 , -0.00432831 , 0 , 103.206
0.00398216 , 82.5133 , 101.463 , -0.0056861 , 0 , 103.958
0.002662 , 84.1633 , 102.63 , -0.00754493 , 0 , 105.049
0.00302528 , 85.8367 , 103.747 , -0.0102503 , 0 , 106.28
0.00286952 , 87.6033 , 104.713 , -0.0143018 , 0 , 107.671
0.00305768 , 89.2267 , 105.913 , -0.0205114 , 0 , 109.629
0.00259936 , 90.85 , 107.127 , -0.0299583 , 0 , 112.08
0.0029628 , 92.43 , 108.417 , -0.0444211 , 0 , 115.165
0.00330808 , 94.0367 , 109.627 , -0.0659972 , 0 , 118.871
0.0027804 , 95.6033 , 110.937 , -0.0952989 , 0 , 123.479
0.00327624 , 97.2567 , 112.083 , -0.132023 , 0 , 128.712
0.00303816 , 98.7667 , 113.433 , -0.171886 , 0 , 134.809
0.00234312 , 100.343 , 114.677 , -0.207641 , 0 , 141.134
0.00286624 , 101.743 , 116.107 , -0.235817 , 0 , 147.403
0.0033948 , 103.217 , 117.51 , -0.25503 , 0 , 152.83
0.00253784 , 104.593 , 119.02 , -0.262177 , 0 , 157.003
0.00295568 , 105.947 , 120.51 , -0.261209 , 0 , 159.44
0.00229336 , 107.473 , 121.823 , -0.253698 , 0 , 159.77
0.00284392 , 108.927 , 123.23 , -0.244523 , 0 , 158.118
0.00311648 , 110.4 , 124.667 , -0.235815 , 0 , 154.494
0.00293752 , 111.723 , 126.177 , -0.22707 , 0 , 149.382
0.0028372 , 113.083 , 127.663 , -0.218351 , 0 , 143.621
0.00304984 , 114.553 , 129.063 , -0.21051 , 0 , 138.173
0.00262608 , 115.957 , 130.547 , -0.202765 , 0 , 133.877
